number	latency	duration	channel	bvtime	bvmknum	type	code	urevent	epoch
38.000000	73420.000000	1.000000	0.000000		41.000000	S  6	Stimulus	41.000000	19.000000
39.000000	77001.000000	1.000000	0.000000		42.000000	S  1	Stimulus	42.000000	20.000000
40.000000	77485.000000	1.000000	0.000000		43.000000	S  6	Stimulus	43.000000	20.000000
41.000000	81001.000000	1.000000	0.000000		44.000000	S  2	Stimulus	44.000000	21.000000
42.000000	81497.000000	1.000000	0.000000		45.000000	S  6	Stimulus	45.000000	21.000000
43.000000	85001.000000	1.000000	0.000000		46.000000	S  1	Stimulus	46.000000	22.000000
44.000000	85558.000000	1.000000	0.000000		47.000000	S  6	Stimulus	47.000000	22.000000
45.000000	89001.000000	1.000000	0.000000		48.000000	S  2	Stimulus	48.000000	23.000000
46.000000	89467.000000	1.000000	0.000000		49.000000	S  6	Stimulus	49.000000	23.000000
47.000000	93001.000000	1.000000	0.000000		50.000000	S  1	Stimulus	50.000000	24.000000
48.000000	93519.000000	1.000000	0.000000		51.000000	S  6	Stimulus	51.000000	24.000000
49.000000	97001.000000	1.000000	0.000000		52.000000	S  2	Stimulus	52.000000	25.000000
50.000000	97597.000000	1.000000	0.000000		53.000000	S  6	Stimulus	53.000000	25.000000
51.000000	101001.000000	1.000000	0.000000		54.000000	S  2	Stimulus	54.000000	26.000000
52.000000	101515.000000	1.000000	0.000000		55.000000	S  6	Stimulus	55.000000	26.000000
53.000000	105001.000000	1.000000	0.000000		56.000000	S  1	Stimulus	56.000000	27.000000
54.000000	105509.000000	1.000000	0.000000		57.000000	S  6	Stimulus	57.000000	27.000000
55.000000	109001.000000	1.000000	0.000000		58.000000	S  2	Stimulus	58.000000	28.000000
56.000000	109553.000000	1.000000	0.000000		59.000000	S  6	Stimulus	59.000000	28.000000
57.000000	113001.000000	1.000000	0.000000		60.000000	S  1	Stimulus	60.000000	29.000000
58.000000	113535.000000	1.000000	0.000000		61.000000	S  6	Stimulus	61.000000	29.000000
59.000000	117001.000000	1.000000	0.000000		67.000000	S  1	Stimulus	67.000000	30.000000
60.000000	117507.000000	1.000000	0.000000		68.000000	S  6	Stimulus	68.000000	30.000000
61.000000	121001.000000	1.000000	0.000000		72.000000	S  2	Stimulus	72.000000	31.000000
62.000000	121707.000000	1.000000	0.000000		73.000000	S  6	Stimulus	73.000000	31.000000
63.000000	125001.000000	1.000000	0.000000		74.000000	S  1	Stimulus	74.000000	32.000000
64.000000	125602.000000	1.000000	0.000000		75.000000	S  6	Stimulus	75.000000	32.000000
65.000000	129001.000000	1.000000	0.000000		81.000000	S  2	Stimulus	81.000000	33.000000
66.000000	129736.000000	1.000000	0.000000		82.000000	S  6	Stimulus	82.000000	33.000000
67.000000	133001.000000	1.000000	0.000000		83.000000	S  1	Stimulus	83.000000	34.000000
68.000000	133528.000000	1.000000	0.000000		84.000000	S  6	Stimulus	84.000000	34.000000
69.000000	137001.000000	1.000000	0.000000		87.000000	S  2	Stimulus	87.000000	35.000000
70.000000	137692.000000	1.000000	0.000000		88.000000	S  6	Stimulus	88.000000	35.000000
71.000000	141001.000000	1.000000	0.000000		89.000000	S  1	Stimulus	89.000000	36.000000
72.000000	141591.000000	1.000000	0.000000		90.000000	S  6	Stimulus	90.000000	36.000000
73.000000	145001.000000	1.000000	0.000000		95.000000	S  1	Stimulus	95.000000	37.000000
74.000000	145569.000000	1.000000	0.000000		96.000000	S  6	Stimulus	96.000000	37.000000
75.000000	149001.000000	1.000000	0.000000		97.000000	S  2	Stimulus	97.000000	38.000000
76.000000	149646.000000	1.000000	0.000000		98.000000	S  6	Stimulus	98.000000	38.000000
77.000000	153001.000000	1.000000	0.000000		150.000000	S  2	Stimulus	150.000000	39.000000
78.000000	153652.000000	1.000000	0.000000		151.000000	S  6	Stimulus	151.000000	39.000000
79.000000	157001.000000	1.000000	0.000000		152.000000	S  1	Stimulus	152.000000	40.000000
80.000000	157750.000000	1.000000	0.000000		153.000000	S  4	Stimulus	153.000000	40.000000
81.000000	161001.000000	1.000000	0.000000		156.000000	S  2	Stimulus	156.000000	41.000000
82.000000	161578.000000	1.000000	0.000000		157.000000	S  6	Stimulus	157.000000	41.000000
83.000000	165001.000000	1.000000	0.000000		158.000000	S  1	Stimulus	158.000000	42.000000
84.000000	165617.000000	1.000000	0.000000		159.000000	S  6	Stimulus	159.000000	42.000000
85.000000	169001.000000	1.000000	0.000000		160.000000	S  2	Stimulus	160.000000	43.000000
86.000000	169619.000000	1.000000	0.000000		161.000000	S  6	Stimulus	161.000000	43.000000
87.000000	173001.000000	1.000000	0.000000		162.000000	S  1	Stimulus	162.000000	44.000000
88.000000	173581.000000	1.000000	0.000000		163.000000	S  6	Stimulus	163.000000	44.000000
89.000000	177001.000000	1.000000	0.000000		164.000000	S  2	Stimulus	164.000000	45.000000
90.000000	177599.000000	1.000000	0.000000		165.000000	S  6	Stimulus	165.000000	45.000000
91.000000	181001.000000	1.000000	0.000000		169.000000	S  2	Stimulus	169.000000	46.000000
92.000000	181529.000000	1.000000	0.000000		170.000000	S  6	Stimulus	170.000000	46.000000
93.000000	185001.000000	1.000000	0.000000		171.000000	S  1	Stimulus	171.000000	47.000000
94.000000	185571.000000	1.000000	0.000000		172.000000	S  6	Stimulus	172.000000	47.000000
95.000000	189001.000000	1.000000	0.000000		179.000000	S  2	Stimulus	179.000000	48.000000
96.000000	189714.000000	1.000000	0.000000		180.000000	S  6	Stimulus	180.000000	48.000000
97.000000	193001.000000	1.000000	0.000000		181.000000	S  2	Stimulus	181.000000	49.000000
98.000000	193507.000000	1.000000	0.000000		182.000000	S  6	Stimulus	182.000000	49.000000
99.000000	197001.000000	1.000000	0.000000		185.000000	S  1	Stimulus	185.000000	50.000000
100.000000	197629.000000	1.000000	0.000000		186.000000	S  6	Stimulus	186.000000	50.000000
101.000000	201001.000000	1.000000	0.000000		187.000000	S  2	Stimulus	187.000000	51.000000
102.000000	201550.000000	1.000000	0.000000		188.000000	S  6	Stimulus	188.000000	51.000000
103.000000	205001.000000	1.000000	0.000000		189.000000	S  2	Stimulus	189.000000	52.000000
104.000000	205646.000000	1.000000	0.000000		190.000000	S  6	Stimulus	190.000000	52.000000
105.000000	209001.000000	1.000000	0.000000		191.000000	S  1	Stimulus	191.000000	53.000000
106.000000	209640.000000	1.000000	0.000000		192.000000	S  6	Stimulus	192.000000	53.000000
107.000000	213001.000000	1.000000	0.000000		200.000000	S  2	Stimulus	200.000000	54.000000
108.000000	213751.000000	1.000000	0.000000		201.000000	S  4	Stimulus	201.000000	54.000000
109.000000	217001.000000	1.000000	0.000000		202.000000	S  1	Stimulus	202.000000	55.000000
110.000000	217657.000000	1.000000	0.000000		203.000000	S  6	Stimulus	203.000000	55.000000
111.000000	221001.000000	1.000000	0.000000		204.000000	S  2	Stimulus	204.000000	56.000000
112.000000	221712.000000	1.000000	0.000000		205.000000	S  6	Stimulus	205.000000	56.000000
113.000000	225001.000000	1.000000	0.000000		208.000000	S  1	Stimulus	208.000000	57.000000
114.000000	225690.000000	1.000000	0.000000		209.000000	S  6	Stimulus	209.000000	57.000000
115.000000	229001.000000	1.000000	0.000000		213.000000	S  2	Stimulus	213.000000	58.000000
116.000000	229751.000000	1.000000	0.000000		214.000000	S  4	Stimulus	214.000000	58.000000
117.000000	233001.000000	1.000000	0.000000		215.000000	S  1	Stimulus	215.000000	59.000000
118.000000	233728.000000	1.000000	0.000000		216.000000	S  6	Stimulus	216.000000	59.000000
119.000000	237001.000000	1.000000	0.000000		219.000000	S  2	Stimulus	219.000000	60.000000
120.000000	237613.000000	1.000000	0.000000		220.000000	S  6	Stimulus	220.000000	60.000000
121.000000	241001.000000	1.000000	0.000000		221.000000	S  1	Stimulus	221.000000	61.000000
122.000000	241606.000000	1.000000	0.000000		222.000000	S  6	Stimulus	222.000000	61.000000
123.000000	245001.000000	1.000000	0.000000		223.000000	S  2	Stimulus	223.000000	62.000000
124.000000	245640.000000	1.000000	0.000000		224.000000	S  6	Stimulus	224.000000	62.000000
125.000000	249001.000000	1.000000	0.000000		228.000000	S  1	Stimulus	228.000000	63.000000
126.000000	249751.000000	1.000000	0.000000		229.000000	S  4	Stimulus	229.000000	63.000000
127.000000	253001.000000	1.000000	0.000000		230.000000	S  2	Stimulus	230.000000	64.000000
128.000000	253554.000000	1.000000	0.000000		231.000000	S  6	Stimulus	231.000000	64.000000
129.000000	257001.000000	1.000000	0.000000		232.000000	S  2	Stimulus	232.000000	65.000000
130.000000	257002.000000	1.000000	0.000000		233.000000	R  8	Response	233.000000	65.000000
131.000000	257682.000000	1.000000	0.000000		234.000000	S  6	Stimulus	234.000000	65.000000
132.000000	261001.000000	1.000000	0.000000		235.000000	S  1	Stimulus	235.000000	66.000000
133.000000	261741.000000	1.000000	0.000000		236.000000	S  6	Stimulus	236.000000	66.000000
134.000000	265001.000000	1.000000	0.000000		237.000000	S  1	Stimulus	237.000000	67.000000
135.000000	265751.000000	1.000000	0.000000		238.000000	S  4	Stimulus	238.000000	67.000000
136.000000	269001.000000	1.000000	0.000000		239.000000	S  2	Stimulus	239.000000	68.000000
137.000000	269589.000000	1.000000	0.000000		240.000000	S  6	Stimulus	240.000000	68.000000
138.000000	273001.000000	1.000000	0.000000		247.000000	S  2	Stimulus	247.000000	69.000000
139.000000	273751.000000	1.000000	0.000000		248.000000	S  4	Stimulus	248.000000	69.000000
140.000000	277001.000000	1.000000	0.000000		251.000000	S  1	Stimulus	251.000000	70.000000
141.000000	277751.000000	1.000000	0.000000		252.000000	S  4	Stimulus	252.000000	70.000000
142.000000	281001.000000	1.000000	0.000000		253.000000	S  2	Stimulus	253.000000	71.000000
143.000000	281662.000000	1.000000	0.000000		254.000000	S  6	Stimulus	254.000000	71.000000
144.000000	285001.000000	1.000000	0.000000		255.000000	S  1	Stimulus	255.000000	72.000000
145.000000	285606.000000	1.000000	0.000000		256.000000	S  6	Stimulus	256.000000	72.000000
146.000000	289001.000000	1.000000	0.000000		257.000000	S  1	Stimulus	257.000000	73.000000
147.000000	289551.000000	1.000000	0.000000		258.000000	S  6	Stimulus	258.000000	73.000000
148.000000	293001.000000	1.000000	0.000000		259.000000	S  2	Stimulus	259.000000	74.000000
149.000000	293669.000000	1.000000	0.000000		260.000000	S  6	Stimulus	260.000000	74.000000
150.000000	297001.000000	1.000000	0.000000		268.000000	S  2	Stimulus	268.000000	75.000000
151.000000	297710.000000	1.000000	0.000000		269.000000	S  6	Stimulus	269.000000	75.000000
