number	latency	duration	channel	bvtime	bvmknum	type	code	urevent	epoch
115.000000	229001.000000	1.000000	0.000000		152.000000	S  2	Stimulus	152.000000	58.000000
116.000000	229665.000000	1.000000	0.000000		153.000000	S  6	Stimulus	153.000000	58.000000
117.000000	233001.000000	1.000000	0.000000		154.000000	S  2	Stimulus	154.000000	59.000000
118.000000	233496.000000	1.000000	0.000000		155.000000	S  6	Stimulus	155.000000	59.000000
119.000000	237001.000000	1.000000	0.000000		156.000000	S  1	Stimulus	156.000000	60.000000
120.000000	237470.000000	1.000000	0.000000		157.000000	S  4	Stimulus	157.000000	60.000000
121.000000	241001.000000	1.000000	0.000000		161.000000	S  2	Stimulus	161.000000	61.000000
122.000000	241751.000000	1.000000	0.000000		162.000000	S  4	Stimulus	162.000000	61.000000
123.000000	245001.000000	1.000000	0.000000		163.000000	S  2	Stimulus	163.000000	62.000000
124.000000	245585.000000	1.000000	0.000000		164.000000	S  6	Stimulus	164.000000	62.000000
125.000000	249001.000000	1.000000	0.000000		165.000000	S  1	Stimulus	165.000000	63.000000
126.000000	249512.000000	1.000000	0.000000		166.000000	S  6	Stimulus	166.000000	63.000000
127.000000	253001.000000	1.000000	0.000000		167.000000	S  2	Stimulus	167.000000	64.000000
128.000000	253702.000000	1.000000	0.000000		168.000000	S  6	Stimulus	168.000000	64.000000
129.000000	257001.000000	1.000000	0.000000		169.000000	S  1	Stimulus	169.000000	65.000000
130.000000	257556.000000	1.000000	0.000000		170.000000	S  6	Stimulus	170.000000	65.000000
131.000000	261001.000000	1.000000	0.000000		176.000000	S  1	Stimulus	176.000000	66.000000
132.000000	261511.000000	1.000000	0.000000		177.000000	S  6	Stimulus	177.000000	66.000000
133.000000	265001.000000	1.000000	0.000000		182.000000	S  1	Stimulus	182.000000	67.000000
134.000000	265654.000000	1.000000	0.000000		183.000000	S  6	Stimulus	183.000000	67.000000
135.000000	269001.000000	1.000000	0.000000		186.000000	S  2	Stimulus	186.000000	68.000000
136.000000	269516.000000	1.000000	0.000000		187.000000	S  6	Stimulus	187.000000	68.000000
137.000000	273001.000000	1.000000	0.000000		190.000000	S  1	Stimulus	190.000000	69.000000
138.000000	273601.000000	1.000000	0.000000		191.000000	S  6	Stimulus	191.000000	69.000000
139.000000	277001.000000	1.000000	0.000000		192.000000	S  2	Stimulus	192.000000	70.000000
140.000000	277509.000000	1.000000	0.000000		193.000000	S  6	Stimulus	193.000000	70.000000
141.000000	281001.000000	1.000000	0.000000		194.000000	S  1	Stimulus	194.000000	71.000000
142.000000	281547.000000	1.000000	0.000000		195.000000	S  6	Stimulus	195.000000	71.000000
143.000000	285001.000000	1.000000	0.000000		196.000000	S  2	Stimulus	196.000000	72.000000
144.000000	285433.000000	1.000000	0.000000		197.000000	S  6	Stimulus	197.000000	72.000000
145.000000	289001.000000	1.000000	0.000000		198.000000	S  1	Stimulus	198.000000	73.000000
146.000000	289640.000000	1.000000	0.000000		199.000000	S  6	Stimulus	199.000000	73.000000
147.000000	293001.000000	1.000000	0.000000		200.000000	S  1	Stimulus	200.000000	74.000000
148.000000	293629.000000	1.000000	0.000000		201.000000	S  6	Stimulus	201.000000	74.000000
149.000000	297001.000000	1.000000	0.000000		202.000000	S  2	Stimulus	202.000000	75.000000
150.000000	297543.000000	1.000000	0.000000		203.000000	S  6	Stimulus	203.000000	75.000000
151.000000	301001.000000	1.000000	0.000000		204.000000	S  2	Stimulus	204.000000	76.000000
152.000000	301610.000000	1.000000	0.000000		205.000000	S  6	Stimulus	205.000000	76.000000
153.000000	305001.000000	1.000000	0.000000		209.000000	S  2	Stimulus	209.000000	77.000000
154.000000	305546.000000	1.000000	0.000000		210.000000	S  6	Stimulus	210.000000	77.000000
155.000000	309001.000000	1.000000	0.000000		211.000000	S  1	Stimulus	211.000000	78.000000
156.000000	309551.000000	1.000000	0.000000		212.000000	S  6	Stimulus	212.000000	78.000000
157.000000	313001.000000	1.000000	0.000000		213.000000	S  2	Stimulus	213.000000	79.000000
158.000000	313545.000000	1.000000	0.000000		214.000000	S  6	Stimulus	214.000000	79.000000
159.000000	317001.000000	1.000000	0.000000		215.000000	S  1	Stimulus	215.000000	80.000000
160.000000	317594.000000	1.000000	0.000000		216.000000	S  6	Stimulus	216.000000	80.000000
161.000000	321001.000000	1.000000	0.000000		217.000000	S  1	Stimulus	217.000000	81.000000
162.000000	321644.000000	1.000000	0.000000		218.000000	S  6	Stimulus	218.000000	81.000000
163.000000	325001.000000	1.000000	0.000000		233.000000	S  1	Stimulus	233.000000	82.000000
164.000000	325751.000000	1.000000	0.000000		234.000000	S  4	Stimulus	234.000000	82.000000
165.000000	329001.000000	1.000000	0.000000		239.000000	S  1	Stimulus	239.000000	83.000000
166.000000	329750.000000	1.000000	0.000000		240.000000	S  4	Stimulus	240.000000	83.000000
167.000000	333001.000000	1.000000	0.000000		241.000000	S  2	Stimulus	241.000000	84.000000
168.000000	333644.000000	1.000000	0.000000		242.000000	S  6	Stimulus	242.000000	84.000000
169.000000	337001.000000	1.000000	0.000000		245.000000	S  2	Stimulus	245.000000	85.000000
170.000000	337553.000000	1.000000	0.000000		246.000000	S  6	Stimulus	246.000000	85.000000
171.000000	341001.000000	1.000000	0.000000		250.000000	S  2	Stimulus	250.000000	86.000000
172.000000	341731.000000	1.000000	0.000000		251.000000	S  6	Stimulus	251.000000	86.000000
173.000000	345001.000000	1.000000	0.000000		256.000000	S  2	Stimulus	256.000000	87.000000
174.000000	345751.000000	1.000000	0.000000		257.000000	S  4	Stimulus	257.000000	87.000000
175.000000	349001.000000	1.000000	0.000000		258.000000	S  1	Stimulus	258.000000	88.000000
176.000000	349750.000000	1.000000	0.000000		259.000000	S  4	Stimulus	259.000000	88.000000
177.000000	353001.000000	1.000000	0.000000		260.000000	S  1	Stimulus	260.000000	89.000000
178.000000	353674.000000	1.000000	0.000000		261.000000	S  6	Stimulus	261.000000	89.000000
179.000000	357001.000000	1.000000	0.000000		262.000000	S  2	Stimulus	262.000000	90.000000
180.000000	357566.000000	1.000000	0.000000		263.000000	S  6	Stimulus	263.000000	90.000000
181.000000	361001.000000	1.000000	0.000000		264.000000	S  2	Stimulus	264.000000	91.000000
182.000000	361506.000000	1.000000	0.000000		265.000000	S  6	Stimulus	265.000000	91.000000
